43,0.006759166717529297
44,0.009207963943481445
45,0.009032249450683594
46,0.024382829666137695
47,0.007467746734619141
48,0.025019168853759766
49,0.010478973388671875
50,0.0069391727447509766
52,0.00678706169128418
53,0.008922576904296875
54,0.014228582382202148
55,0.029136180877685547
56,0.008622169494628906
57,0.008374452590942383
58,0.008536100387573242
59,0.015467166900634766
60,0.01314091682434082
61,0.04073452949523926
62,0.05191612243652344
31,0.009009122848510742
32,0.01030421257019043
33,0.02505970001220703
34,0.007380008697509766
35,0.009656906127929688
36,0.015181541442871094
37,0.010671615600585938
38,0.006421804428100586
39,0.012852907180786133
40,0.0069086551666259766
41,0.006337642669677734
42,0.007174253463745117
11,0.0007472038269042969
12,0.002650737762451172
13,0.0012252330780029297
15,0.004111766815185547
16,0.0013799667358398438
17,0.00798654556274414
18,0.0060808658599853516
19,0.0018815994262695312
20,0.009026765823364258
1,0.01522517204284668
10,0.0017669200897216797
2,0.00856637954711914
3,0.002816438674926758
4,0.0031502246856689453
5,0.10567474365234375
6,0.002224445343017578
7,0.0059545040130615234
